#This file was produced by Open Exoplanet Catalogue https://github.com/OpenExoplanetCatalogue/open_exoplanet_catalogue/blob/master/

# COLUMN system_name: Name of the planetary system.  
# COLUMN star_name: Host star's name.  
# COLUMN star_mass: Star's mass in Solar masses (M☉).  
# COLUMN star_radius: Star's radius in Solar radii (R☉).  
# COLUMN star_temperature: Star's temperature in Kelvin (K).  
# COLUMN star_metallicity: Star's metallicity [Fe/H] in dex.  
# COLUMN star_spectral_type: Star's spectral classification.  
# COLUMN planet_name: Exoplanet's name.  
# COLUMN planet_mass: Exoplanet's mass in M♃ or M⊕.  
# COLUMN planet_radius: Exoplanet's radius in R♃ or R⊕.  
# COLUMN planet_temperature: Exoplanet's temperature in Kelvin (K).  
# COLUMN planet_period: Orbital period in days.  
# COLUMN planet_semimajoraxis: Semi-major axis in AU.  
# COLUMN planet_eccentricity: Orbital eccentricity.  
# COLUMN planet_inclination: Orbital inclination in degrees.  
# COLUMN discovery_method: Method used to detect the exoplanet.  
# COLUMN is_transiting: 1 if transiting, 0 if not.  
# COLUMN discovery_year: Year of discovery.  

system_name,star_name,star_mass,star_radius,star_temperature,star_metallicity,star_spectral_type,planet_name,planet_mass,planet_radius,planet_temperature,planet_period,planet_semimajoraxis,planet_eccentricity,planet_inclination,discovery_method,is_transiting,discovery_year
EPIC 201736247,EPIC 201736247,0.72,0.68,5131,-0.46,,EPIC 201736247 b,,0.228,676,11.8104,0.091,,,transit,1,2015
EPIC 201757695,EPIC 201757695,0.73,0.66,4520.00,-0.003,,EPIC 201757695 b,,0.081,,2.04780000,0.029600,0.000000,89.276,transit,1,2020
EPIC 201841433,EPIC 201841433,0.80,,,,,EPIC 201841433 b,,0.098,,4.16959000,,,,transit,1,2019
EPIC 201855371,EPIC 201855371,0.71,0.66,4320,0.15,,EPIC 201855371 b,,0.205,487,17.96753,0.119,,89.40,transit,1,2015
EPIC 201912552,EPIC 201912552,0.359,0.411,3457,0.09,M2.8,EPIC 201912552 b,0.02504,0.2123,,32.93963,0.143,,,transit,1,2015
EPIC 201912552,EPIC 201912552,0.359,0.411,3457,0.09,M2.8,K2-18 c,0.02363,,,8.962,0.060,,,RV,0,2017
EPIC 203311200,EPIC 203311200,0.91,0.94,5200,,,EPIC 203311200 b,,0.51,,540,1.25,,,transit,1,2015
EPIC 203771098,EPIC 203771098,1.12,1.21,5743,0.42,G3V,EPIC 203771098 b,0.066,0.520,,20.88508,0.1542,,88.95,transit,1,2015
EPIC 203771098,EPIC 203771098,1.12,1.21,5743,0.42,G3V,EPIC 203771098 c,0.0850,0.723,,42.36342,0.2471,,89.43,transit,1,2015
EPIC 203826436,EPIC 203826436,0.90,0.85,5413,-0.03,,EPIC 203826436 b,,0.144,,4.44117,0.0511,,87.28,transit,1,2015
EPIC 203826436,EPIC 203826436,0.90,0.85,5413,-0.03,,EPIC 203826436 c,,0.245,,6.42904,0.0654,,87.37,transit,1,2015
EPIC 203826436,EPIC 203826436,0.90,0.85,5413,-0.03,,EPIC 203826436 d,,0.244,,14.09189,0.1103,,88.34,transit,1,2015
EPIC 204129699,EPIC 204129699,0.91,0.78,5280,0.08,G7 V,EPIC 204129699 b,1.774,,,1.257850,0.0220,0,,transit,1,2015
EPIC 204221263,EPIC 204221263,1.07,1.10,5757,0.28,,EPIC 204221263 b,0.0378,0.138,,4.01593,0.0506,,87.28,transit,1,2015
EPIC 204221263,EPIC 204221263,1.07,1.10,5757,0.28,,EPIC 204221263 c,0.031,0.216,,10.56103,0.0964,,88.61,transit,1,2015
EPIC 205117205,EPIC 205117205,0.54,1.06,3540.0,,M3.3,K2-33 b,3.6,0.451,,5.42513,0.0409,0.0,89.1,transit,1,2016
EPIC 206011691,EPIC 206011691,0.64,0.60,4043,-0.11,M0V,EPIC 206011691 b,,0.142,,9.32414,0.0731,,88.3,transit,1,2015
EPIC 206011691,EPIC 206011691,0.64,0.60,4043,-0.11,M0V,EPIC 206011691 c,,0.171,,15.50120,0.1026,,89.08,transit,1,2015
EPIC 206024342,EPIC 206024342,0.93,,,,,EPIC 206024342 b,,0.152,,4.50756000,,,,transit,1,2019
EPIC 206032309,EPIC 206032309,0.22,,,,,EPIC 206032309 b,,0.090,,2.87814000,,,,transit,1,2019
EPIC 206042996,EPIC 206042996,0.56,,,,,EPIC 206042996 b,,0.145,,5.29711000,,,,transit,1,2019
EPIC 206215704,EPIC 206215704,0.41,,,,,EPIC 206215704 b,,0.080,,2.25372000,,,,transit,1,2019
EPIC 206317286,EPIC 206317286,0.71,,,,,EPIC 206317286 b,,0.086,,1.58252000,,,,transit,1,2019
EPIC 206318379,EPIC 206318379,0.264,0.293,3214,0.31,M4V,EPIC 206318379 b,,0.212,,2.260410,0.0216,0,89.14,transit,1,2015
EPIC 210363145,EPIC 210363145,0.8,0.76,4970,0.29,K,EPIC 210363145 b,,0.2052,,8.199796,,0.14,88.7,transit,1,2016
EPIC 210490365,EPIC 210490365,0.294,0.295,3180,0.15,M4.5,EPIC 210490365 b,,0.306,,3.484552,,0.27,88.32,transit,1,2015
EPIC 211089792,EPIC 211089792,0.94,0.86,,,G7V,K2-29 b,0.73,1.19,,3.2588321,0.04217,0.066,86.656,transit,1,2016
EPIC 211391664,EPIC 211391664,1.074,1.311,6120.0,-0.2,F8V,EPIC 211391664 b,0.101,0.38,,10.13675,0.0943,,89.0,transit,1,2016
EPIC 211822797,EPIC 211822797,0.61,0.59,3880,0.14,M0.4,EPIC 211822797 b,,0.196,,21.169619,,0.18,89.5,transit,1,2016
EPIC 211901114,EPIC 211901114,0.46,0.46,3440,0.14,M2.7,EPIC 211901114 b,,0.856,,1.648932,,,83.5,transit,1,2016
EPIC 211913977,EPIC 211913977,0.80,0.73,4819,0.14,K3V,EPIC 211913977 b,,0.178,,14.677286,,0.10,89.4,transit,1,2016
EPIC 211916756,EPIC 211916756,0.43,0.44,3410,0.14,M2.0,EPIC 211916756 b,,0.330,,10.135091,0.0653,0.16,89.4,transit,1,2016
EPIC 211945201,EPIC 211945201,1.17,1.39,6069.00,0.100,G0,EPIC 211945201 b,,0.514,817,19.49221000,0.149300,,,transit,1,2018
EPIC 211969807,EPIC 211969807,0.51,0.48,3660,0.14,M1.2,EPIC 211969807 b,,0.170,,1.97419,,0.18,88.0,transit,1,2016
EPIC 211970147,EPIC 211970147,0.77,0.71,4695,0.14,K3.6,EPIC 211970147 b,,0.116,,9.915615,,0.10,89.0,transit,1,2016
EPIC 211990866,EPIC 211990866,1.18,1.19,6120,0.14,G0V,EPIC 211990866 b,,0.312,,1.673916,,0.24,85.1,transit,1,2016
EPIC 212297394,EPIC 212297394,0.83,,,,,EPIC 212297394 b,,0.118,,2.28943000,,,,transit,1,2019
EPIC 212424622,EPIC 212424622,1.11,,,,,EPIC 212424622 b,,0.194,,18.09830000,,,,transit,1,2019
EPIC 212499991,EPIC 212499991,0.91,,,,,EPIC 212499991 b,,0.143,,34.88500000,,,,transit,1,2019
EPIC 212587672,EPIC 212587672,0.99,0.98,6004.00,-0.180,,EPIC 212587672 c,0.01890,0.207,6.58000000000e+02,23.22855500,,,89.421,transit,1,2016
EPIC 212587672,EPIC 212587672,0.99,0.98,6004.00,-0.180,,EPIC 212587672 b,0.00669,0.112,7.56000000000e+02,15.28078000,,,,transit,1,2019
EPIC 212624936,EPIC 212624936,1.00,0.93,5765.00,-0.390,,EPIC 212624936 b,0.00588,0.107,,0.57865700,,,90.300,transit,1,2021
EPIC 212624936,EPIC 212624936,1.00,0.93,5765.00,-0.390,,EPIC 212624936 c,0.01860,0.205,,11.81143700,,,90.000,transit,1,2021
EPIC 212737443,EPIC 212737443,0.69,0.67,4684.00,-0.137,K3,EPIC 212737443 b,,0.231,536,13.60300000,0.098000,0.200000,89.071,transit,1,2019
EPIC 212737443,EPIC 212737443,0.69,0.67,4684.00,-0.137,K3,EPIC 212737443 c,,0.240,316,65.55000000,0.280000,0.200000,89.630,transit,1,2019
EPIC 212803289,EPIC 212803289,1.6,3.1,5990.0,0.2,G0 IV,K2-99 b,0.97,1.29,,18.249,0.159,0.19,87.7,transit,1,2016
EPIC 216468514,EPIC 216468514,1.3,1.78,6030.0,0.1,F9IV,EPIC 216468514 b,0.84,1.44,,3.31392,0.048,,81.9,transit,1,2016
EPIC 218916923,EPIC 218916923,0.918,0.86,5287.0,0.21,,EPIC 218916923 b,0.381,0.812,,28.38229,0.1811,0.0,89.55,transit,1,2017
EPIC 220504338,EPIC 220504338,1.007,1.047,5627.0,0.18,G,EPIC 220504338 b,1.28,0.91,,5.817712,0.0575,0.0,86.44,transit,1,2016
EPIC 220674823,EPIC 220674823,0.93,0.83,5814.0,-0.28,,EPIC 220674823 b,,0.13,,0.571308,0.011,0.0,80.2,transit,1,2016
EPIC 220674823,EPIC 220674823,0.93,0.83,5814.0,-0.28,,EPIC 220674823 c,,0.226,,13.341245,0.064,0.0,87.2,transit,1,2016
EPIC 228735255,EPIC 228735255,1.005,0.987,5654.0,0.12,G5,EPIC 228735255 b,1.019,1.095,,6.5693,0.0591,0.12,88.51,transit,1,2017
EPIC 228754001,EPIC 228754001,1.19,4.11,4878.0,-0.11,K,EPIC 228754001 b,0.495,1.089,,9.1708,0.0916,0.29,77.56,transit,1,2017
EPIC 228813918,EPIC 228813918,0.463,0.442,3492.0,0.08,M3 V,EPIC 22881391 b,0.7,0.079,,0.179715,0.0058,,89.6,transit,1,2017
EPIC 228836835,EPIC 228836835,0.42,0.32,3782.00,-0.180,,EPIC 228836835 b,0.00430,0.098,9.32000000000e+02,0.72811300,,,89.700,transit,1,2021
EPIC 229004835,EPIC 229004835,0.97,1.00,5868.00,-0.120,,EPIC 229004835 b,0.03272,0.208,8.04000000000e+02,16.14113200,0.123700,0.230000,88.080,transit,1,2023
EPIC 246193072,EPIC 246193072,0.90,0.82,5282.00,0.098,,EPIC 246193072 b,0.26000,0.774,650,12.45512250,0.101600,0.069700,89.220,transit,1,2020
EPIC 246851721,EPIC 246851721,1.32,1.59,6202.00,0.141,F5V,EPIC 246851721 b,3.00000,1.051,1401,6.18023500,0.072290,,86.210,transit,1,2018
EPIC 248847494,EPIC 248847494,0.90,2.70,4898.00,-0.230,,EPIC 248847494 b,13.00000,1.110,183,3650.00000000,4.500000,0.000000,89.870,transit,1,2018
EPIC 249893012,EPIC 249893012,1.05,1.71,5430.00,0.200,G8IV/V,EPIC 249893012 b,0.02753,0.174,1616,3.59510000,0.047000,0.060000,86.140,transit,1,2020
EPIC 249893012,EPIC 249893012,1.05,1.71,5430.00,0.200,G8IV/V,EPIC 249893012 c,0.04616,0.327,990,15.62400000,0.130000,0.070000,87.940,transit,1,2020
EPIC 249893012,EPIC 249893012,1.05,1.71,5430.00,0.200,G8IV/V,EPIC 249893012 d,0.03203,0.352,752,35.74700000,0.220000,0.150000,89.470,transit,1,2020
eps Eridani,eps Eridani,0.82,0.743,5135,-0.07,K2 V,eps Eridani b,0.645,,,2651,3.51,0.40,,RV,0,2000
eps Tau,eps Tau,2.7,13.7,4901,0.17,K0 III,eps Tau b,7.6,,,594.9,1.93,0.151,,RV,0,2007
eta Cet,eta Cet,1.7,14.3,4528,0.12,K1III,eta Cet b,2.46,,,407.3,1.27,0.17,81.9,RV,0,2014
eta Cet,eta Cet,1.7,14.3,4528,0.12,K1III,eta Cet c,3.16,,,744.3,1.93,0.02,81.9,RV,0,2014
FN Lyr,FN Lyr,0.595,,6457,,,FN Lyr b,13.9,,,794.8,0.50,0.28,,timing,0,
FU Tau,FU Tau A,0.05,,2838.0,,M7.25,FU Tau B,15,,2375,,,,,imaging,0,2009
G 264-012,G 264-012,0.297,0.305,3326.0,0.1,M4.0V,G 264-012 b,0.0079,,587.0,2.30538,0.02279,,,RV,0,2021
G 264-012,G 264-012,0.297,0.305,3326.0,0.1,M4.0V,G 264-012 c,0.0118,,387.0,8.0518,0.0525,,,RV,0,2021
G 9-40,G 9-40,0.29,0.31,3348.00,0.040,M2.5V,G 9-40 b,,0.181,456,5.74600700,0.038500,0.000000,88.570,transit,1,2019
Gaia-2,Gaia-2,1.0,1.064,5720.0,,,Gaia-2 b,0.773,1.327,,3.6915237,0.0467,0.346,85.66,transit,1,2022
gam Psc,gam Psc,,,,,G9III,gam Psc b,1.34,,,555.1,1.32,0.2,,RV,0,2021
gamma Libra,gamma Libra,1.47,11.10,4822.00,-0.300,K0III,gamma Libra b,1.02000,,,415.20000000,1.240000,0.210000,,RV,0,2018
gamma Libra,gamma Libra,1.47,11.10,4822.00,-0.300,K0III,gamma Librai c,4.58000,,,964.60000000,2.170000,0.057000,,RV,0,2018
GAT 1370,GAT 1370,0.089,0.107,2904,-0.19,M7.0 V,GAT 1370 b,0.003302,,,4.9100,0.0252,0,,RV,0,2019
GAT 1370,GAT 1370,0.089,0.107,2904,-0.19,M7.0 V,GAT 1370 c,0.003491,,,11.409,0.0443,0,,RV,0,2019
GJ 1061,GJ 1061,0.12,0.16,2953.00,-0.080,M5.5V,GJ 1061 b,0.00431,,,3.20400000,0.021000,0.310000,,RV,0,2020
GJ 1061,GJ 1061,0.12,0.16,2953.00,-0.080,M5.5V,GJ 1061 c,0.00547,,,6.68900000,0.035000,0.290000,,RV,0,2020
GJ 1061,GJ 1061,0.12,0.16,2953.00,-0.080,M5.5V,GJ 1061 d,0.00516,,,13.03100000,0.054000,0.530000,,RV,0,2020
GJ 1132,GJ 1132,0.18,0.21,3270.00,,M4.5V,GJ 1132 b,0.00522,0.101,529,1.62893100,0.015300,0.220000,,transit,1,2015
GJ 1132,GJ 1132,0.18,0.21,3270.00,,M4.5V,GJ 1132 c,0.00831,,300,8.92900000,0.047600,0.270000,,RV,0,2018
GJ 1148,GJ 1148,0.34,0.36,3287.00,0.160,M5,GJ 1148 c,0.21414,0.866,,532.58000000,0.912000,0.342000,,RV,0,2017
GJ 1148,GJ 1148,0.34,0.36,3287.00,0.160,M5,GJ 1148 b,0.30425,1.070,,41.38000000,0.166000,0.380000,,RV,0,2010
GJ 1151,GJ 1151,0.17,0.2,,,M4.5,GJ 1151 c,0.0079,,,2.018,0.01735,,,RV,0,2021
GJ 1252,GJ 1252,0.38,0.39,3458.00,0.100,M3,GJ 1252 b,0.00658,0.106,1089,0.51823490,0.009160,0.000000,85.000,transit,1,2020
GJ 1265,GJ 1265,0.18,0.19,3236.00,-0.040,M4.5V,GJ 1265 b,0.02328,,,3.65110000,0.026000,0.040000,,RV,0,2018
GJ 143,GJ 143,0.73,0.69,4640.00,0.003,K4.5,GJ 143 b,0.07142,0.233,422,35.61253000,0.191500,0.188000,89.330,transit,1,2019
GJ 143,GJ 143,0.73,0.69,4640.00,0.003,K4.5,GJ 143 c,0.01164,0.080,701,7.78993000,0.069500,,88.900,transit,1,2019
GJ 160.2,GJ 160.2,0.69,,4347.00,,M0V,GJ 160.2 b,0.03209,,,5.23540000,0.053000,0.060000,,RV,0,2014
GJ 180,GJ 180,0.43,,,,M2V,GJ 180 b,0.02042,,,17.13300000,0.092000,0.070000,,RV,0,2014
GJ 180,GJ 180,0.43,,,,M2V,GJ 180 c,0.02014,,,24.32900000,0.129000,0.090000,,RV,0,2014
GJ 180,GJ 180,0.43,,,,M2V,GJ 180 d,0.02379,,,106.30000000,0.309000,0.140000,,RV,0,2020
GJ 2030,GJ 2030,0.96,2.24,5485.00,-0.400,,GJ 2030 b,0.01500,0.181,,2.38129000,0.034000,0.239000,,RV,0,2022
GJ 2030,GJ 2030,0.96,2.24,5485.00,-0.400,,GJ 2030 c,12.80300,1.100,,25533.11353000,16.761000,0.041000,16.999,RV,0,2022
GJ 2056,GJ 2056,0.62,,,,M0V:,GJ 2056 b,0.05097,,,69.97100000,0.283000,0.720000,,RV,0,2020
GJ 251,GJ 251,0.36,0.36,3451.00,-0.030,M3.0V,GJ 251 b,0.01259,,351,14.23800000,0.081800,0.100000,,RV,0,2020
GJ 27.1,GJ 27.1,0.53,,3542.00,,M0.5V,GJ 27.1 b,0.04090,,,15.81900000,0.101000,0.080000,,RV,0,2014
GJ 273,GJ 273,0.29,0.293,3382.0,0.09,M3.5,GJ 273 b,0.00909,,,18.6498,0.091101,0.1,,RV,0,2017
GJ 273,GJ 273,0.29,0.293,3382.0,0.09,M3.5,GJ 273 c,0.00371,,,4.7234,0.036467,0.17,,RV,0,2017
GJ 3082,GJ 3082,0.47,,,,M0.0,GJ 3082 b,0.02580,,,11.94900000,0.079000,0.220000,,RV,0,2020
GJ 3090,GJ 3090,0.519,0.516,3556.0,-0.06,,GJ 3090 b,0.01051,0.19,692.0,2.8531054,0.03165,0.18,87.14,transit,1,2022
GJ 3138,GJ 3138,0.681,0.5,3717.0,-0.3,M0,GJ 3138 b,0.0132,,,5.974,0.057,0.11,,RV,0,2017
GJ 3138,GJ 3138,0.681,0.5,3717.0,-0.3,M0,GJ 3138 c,0.0056,,,1.22003,0.0197,0.19,,RV,0,2017
GJ 3138,GJ 3138,0.681,0.5,3717.0,-0.3,M0,GJ 3138 d,0.033,,,257.8,0.698,0.32,,RV,0,2017
GJ 317,GJ 317,0.42,,,,M2.5V,GJ 317 b,1.75282,,,695.66000000,1.151000,0.070000,,RV,0,2007
GJ 317,GJ 317,0.42,,,,M2.5V,GJ 317 c,1.64396,,,6739.32300000,5.230000,0.170000,,RV,0,2018
GJ 3222,GJ 3222,0.89,0.93,5257.46,0.160,K0V,GJ 3222 b,0.03694,0.308,,10.66668640,0.091179,0.929006,,RV,0,2022
GJ 3323,GJ 3323,0.164,0.119,3159.0,-0.27,M4,GJ 3323 b,0.00636,,,5.3636,0.03282,0.23,,RV,0,2017
GJ 3323,GJ 3323,0.164,0.119,3159.0,-0.27,M4,GJ 3323 c,0.00727,,,40.54,0.1264,0.17,,RV,0,2017
GJ 338 B,GJ 338 B,0.64,0.58,4005.00,-0.030,M0.0V,GJ 338 B b,0.03231,,391,24.45000000,0.141000,0.110000,,RV,0,2020
GJ 3473,GJ 3473,0.36,0.36,3347.00,0.110,M4,GJ 3473 b,0.00585,0.113,773,1.19800350,0.015890,0.000000,87.950,transit,1,2020
GJ 3473,GJ 3473,0.36,0.36,3347.00,0.110,M4,GJ 3473 c,0.02331,,329,15.50900000,0.087600,0.000000,,RV,0,2020
GJ 3512,GJ 3512,0.12,0.14,3081.00,-0.070,M5.5V,GJ 3512 b,0.46300,,,203.59000000,0.338000,0.435600,,RV,0,2019
GJ 357,GJ 357,0.34,0.34,3505.00,-0.120,M2.5V,GJ 357 b,0.00579,0.109,525,3.93072000,0.035000,,89.120,transit,1,2019
GJ 357,GJ 357,0.34,0.34,3505.00,-0.120,M2.5V,GJ 357 c,0.01070,,401,9.12470000,0.061000,,,RV,0,2019
GJ 357,GJ 357,0.34,0.34,3505.00,-0.120,M2.5V,GJ 357 d,0.01919,,220,55.66100000,0.204000,,,RV,0,2019
GJ 367,GJ 367,,,,,M1,GJ 367 b,0.001718,0.06406,,0.321962,0.0071,,80.75,transit,1,2021
GJ 3779,GJ 3779,0.27,0.28,3324.00,0.000,M4.0V,GJ 3779 b,0.02517,,,3.02320000,0.026000,0.070000,,RV,0,2018
GJ 3929,GJ 3929,0.309,0.35,3369.0,0.0,M3.5V,GJ 3929 b,0.00381,0.1026,569.0,2.6162745,0.02569,,89.65,transit,1,2022
GJ 3929,GJ 3929,0.309,0.35,3369.0,0.0,M3.5V,GJ 3929 c,0.01658,,326.5,14.303,0.078,,,RV,0,2022
GJ 393,GJ 393,0.426,0.426,3579.0,-0.09,M2.0V,GJ 393 b,0.00538,,485.0,7.02679,0.05402,,,RV,0,2021
GJ 3942,GJ 3942,0.63,0.61,3867.00,-0.040,M0,GJ 3942 b,0.02246,,590,6.90500000,0.060800,0.121000,,RV,0,2017
GJ 3998,GJ 3998,0.50,0.49,3722.00,-0.160,M1,GJ 3998 b,0.00777,,,2.64977000,0.029000,0.000000,,RV,0,2016
GJ 3998,GJ 3998,0.50,0.49,3722.00,-0.160,M1,GJ 3998 c,0.01970,,,13.74000000,0.089000,0.049000,,RV,0,2016
GJ 411,GJ 411,0.39,0.39,3601.00,-0.090,M1.5V,GJ 411 b,0.00846,0.129,3.70100000000e+02,12.94600000,0.078900,0.120000,,RV,0,2019
GJ 411,GJ 411,0.39,0.39,3601.00,-0.090,M1.5V,GJ 411 c,0.05680,0.396,,3190.00000000,3.100000,0.140000,,RV,0,2021
GJ 422,GJ 422,0.35,,,,M3.5V,GJ 422 b,0.03483,,,20.12900000,0.111000,0.110000,,RV,0,2014
GJ 4276,GJ 4276,0.41,0.41,3387.00,0.120,M4.0,GJ 4276 b,0.05213,,,13.35200000,0.082000,0.370000,,RV,0,2019
GJ 433,GJ 433,0.48,,,,M1.5V,GJ 433 b,0.01901,,,7.37050000,0.062000,0.040000,,RV,0,2011
GJ 433,GJ 433,0.48,,,,M1.5V,GJ 433 c,0.10201,,,5094.10500000,4.819000,0.120000,,RV,0,2014
GJ 433,GJ 433,0.48,,,,M1.5V,GJ 433 d,0.01643,,,36.05900000,0.178000,0.070000,,RV,0,2020
GJ 463,GJ 463,0.49,0.49,3540.00,,M3V,GJ 463 b,3.60000,1.160,,3448.00000000,3.530000,0.090000,152.000,RV,0,2022
GJ 480,GJ 480,0.45,,,,M3.5Ve,GJ 480 b,0.04153,,,9.56700000,0.068000,0.100000,,RV,0,2020
GJ 486,GJ 486,0.323,0.328,3340.0,0.07,M3.5V,GJ 486 b,0.00887,0.11643,700.0,1.467119,0.01734,,88.4,transit,1,2021
GJ 514,GJ 514,0.51,0.50,3728.00,-0.140,M0.5-1.0V,GJ 514 b,0.01636,0.190,2.02000000000e+02,140.43000000,0.422000,0.450000,,RV,0,2022
GJ 536,GJ 536,0.52,0.5,3685.0,-0.08,M1,GJ 536 b,0.0169,,,8.7076,0.06661,0.08,,RV,0,2016
GJ 625,GJ 625,0.30,0.31,3499.00,-0.380,M2,GJ 625 b,0.00887,,,14.62800000,0.078361,0.130000,,RV,0,2017
GJ 682,GJ 682,0.27,,3028,,M3.5 V,GJ 682 b,0.014,,,17.478,0.080,0.08,,RV,0,2014
GJ 682,GJ 682,0.27,,3028,,M3.5 V,GJ 682 c,0.027,,,57.32,0.176,0.10,,RV,0,2014
GJ 685,GJ 685,0.55,0.54,3816.00,-0.150,M0.5,GJ 685 b,0.02832,,,24.16000000,0.134400,0.000000,,RV,0,2019
GJ 687,GJ 687,0.40,,,,M3V,GJ 687 b,0.05412,,,38.14200000,0.163000,0.170000,,RV,0,2014
GJ 687,GJ 687,0.40,,,,M3V,GJ 687 c,0.05034,,,727.56200000,1.165000,0.400000,,RV,0,2020
GJ 720 A,GJ 720 A,0.57,0.56,3837.00,-0.140,M0.5V,GJ 720 A b,0.04292,0.336,4.01000000000e+02,19.46600000,0.119000,0.120000,,RV,0,2021
GJ 740,GJ 740,,,,,M1V,GJ 740 b,0.00931,,829.0,2.37756,0.029,0.24,,RV,0,2021
GJ 887,GJ 887,0.49,0.47,3688.00,-0.060,M1V,GJ 887 b,0.01321,,468,9.26200000,0.068000,0.000000,,RV,0,2020
GJ 887,GJ 887,0.49,0.47,3688.00,-0.060,M1V,GJ 887 c,0.02391,,352,21.78900000,0.120000,,,RV,0,2020
GJ 9066,GJ 9066,0.15,,,,M4.5V,GJ 9066 b,0.09722,,,241.88300000,0.403000,0.180000,,RV,0,2020
GJ 9066,GJ 9066,0.15,,,,M4.5V,GJ 9066 c,0.22528,,,767.88700000,0.870000,0.330000,,RV,0,2020
GJ 9404,GJ 9404,0.62,0.63,3811.00,,M2V,GJ 9404 b,0.03744,0.310,,13.45860000,0.094300,0.490000,,RV,0,2023
GJ 96,GJ 96,0.60,,3785.00,0.140,M2,GJ 96 b,0.06186,,,73.94000000,0.291000,0.440000,,RV,0,2018
GJ 9689,GJ 9689,0.59,0.57,3836.0,0.05,M0.5V,GJ 9689 b,0.03036,,450.0,18.27,0.1139,0.29,,RV,0,2021
GJ 9714,GJ 9714,0.67,0.66,4263.00,,K5V,GJ 9714 b,9.60029,1.110,,19240.75467009,12.341073,0.155099,155.326,RV,0,2022
GJ 9827,GJ 9827,0.61,0.60,4340.00,-0.260,K5V,GJ 9827 b,0.01545,0.141,,1.20898190,0.018800,0.000000,86.070,transit,1,2017
GJ 9827,GJ 9827,0.61,0.60,4340.00,-0.260,K5V,GJ 9827 c,0.00264,0.111,,3.64809570,0.039250,0.000000,88.190,transit,1,2017
GJ 9827,GJ 9827,0.61,0.60,4340.00,-0.260,K5V,GJ 9827 d,0.01271,0.180,,6.20146980,0.055910,0.000000,87.443,transit,1,2017
Gl 378,Gl 378,0.56,0.56,3879.00,0.060,M1,Gl 378 b,0.04097,,830,3.82200000,0.039435,0.109000,,RV,0,2019
Gl 686,Gl 686,0.42,0.42,3663.00,-0.300,M1,Gl 686 b,0.02089,,,15.53140000,0.091700,0.077000,,RV,1,2018
Gliese 1214,Gliese 1214,0.15,0.216,3026.0,0.39,M,Gliese 1214 b,0.02571,0.24463,,1.580404497,0.01411,,88.17,transit,1,2009
Gliese 163,GJ 163,0.4,,,,M3.5,Gliese 163 b,0.0311,,,8.6312,0.06,0.02,,RV,0,2012
Gliese 163,GJ 163,0.4,,,,M3.5,Gliese 163 c,0.0239,,,25.637,0.124,0.03,,RV,0,2012
Gliese 163,GJ 163,0.4,,,,M3.5,Gliese 163 d,0.0636,,,604.0,1.021,0.02,,RV,0,2013
Gliese 163,GJ 163,0.4,,,,M3.5,Gliese 163 e,0.0428,,,349.0,0.7,0.03,,RV,0,2019
Gliese 163,GJ 163,0.4,,,,M3.5,Gliese 163 f,0.0214,,,109.5,0.326,0.04,,RV,0,2019
Gliese 176,Gliese 176,0.49,0.53,3520,-0.1,M2.5V,Gliese 176 b,0.0264,,,8.7836,0.066,0,,RV,0,2007
Gliese 179,Gliese 179,0.357,0.38,3370,0.30,M3.5 V,Gliese 179 b,0.82,,,2288,2.41,0.21,,RV,0,2010
Gliese 221,Gliese 221,0.7,,4324.0,-0.14,K7V/M0V,Gliese 221 b,0.027,,,3.8728,0.0428,0.0,,RV,0,2013
Gliese 221,Gliese 221,0.7,,4324.0,-0.14,K7V/M0V,Gliese 221 c,0.17,,,125.94,0.435,0.31,,RV,0,2013
Gliese 221,Gliese 221,0.7,,4324.0,-0.14,K7V/M0V,Gliese 221 d,0.0582,,,487.0,1.06,0.02,,RV,0,2014
Gliese 221,Gliese 221,0.7,,4324.0,-0.14,K7V/M0V,Gliese 221 e,0.0104,,,2.3946,0.03,0.03,,RV,0,2019
Gliese 328,Gliese 328,0.69,,3900,0.00,M1,Gliese 328 b,2.3,,,4100,4.5,0.37,,RV,0,2013
Gliese 3293,Gliese 3293,0.42,0.404,3466,0.02,M2.5,Gliese 3293 b,0.076,,,30.60,0.1434,0.09,,RV,0,2014
Gliese 3293,Gliese 3293,0.42,0.404,3466,0.02,M2.5,Gliese 3293 d,0.07,,,123.98,0.3644,0.37,,RV,0,2014
Gliese 3293,Gliese 3293,0.42,0.404,3466,0.02,M2.5,Gliese 3293 c,0.027,,,48.14,0.1939,0.13,,RV,0,2014
Gliese 3341,Gliese 3341,0.47,0.439,3546,-0.09,M2.5,Gliese 3341 b,0.02,,,14.207,0.089,0.31,,RV,0,2014
Gliese 3470,Gliese 3470,0.51,0.48,3652,0.17,M1.5,Gliese 3470 b,0.04320,0.346,,3.3366487,0.031,0.017,88.12,transit,1,2012
Gliese 3634,Gliese 3634,0.45,0.43,3314.0,,M2.5,Gliese 3634 b,0.022,,565.4,2.64561,0.0287,0.08,59,RV,0,2011
Gliese 436,Gliese 436,0.445,0.449,3479,-0.32,M3V,Gliese 436 b,0.07992,0.361,,2.64389803,0.0286,0.1616,86.858,transit,1,2004
Gliese 436,Gliese 436,0.445,0.449,3479,-0.32,M3V,UCF-1.01,,0.0589,,1.365862,,,85.17,transit,1,2012
